Gender,Health_Tier,Age,Coverage_5000,Coverage_6000,Coverage_7000,Coverage_8000,Coverage_9000,Coverage_10000,Coverage_11000,Coverage_12000,Coverage_13000,Coverage_14000,Coverage_15000,Coverage_16000,Coverage_17000,Coverage_18000,Coverage_19000,Coverage_20000,Coverage_21000,Coverage_22000,Coverage_23000,Coverage_24000,Coverage_25000
Male,Select 3,50,31.43,35.12,38.81,42.50,46.19,60.85,64.74,68.63,72.52,76.41,90.27,94.16,98.05,101.94,105.83,119.7,123.59,127.48,131.37,135.26,139.15,143.04,149.12
Male,Select 3,51,31.9,35.59,39.28,42.97,46.66,61.79,65.68,69.57,73.46,77.35,91.69,95.58,99.47,103.36,107.25,121.58,125.47,129.36,133.25,137.14,141.03,144.92,151.48
Male,Select 3,52,32.28,35.97,39.66,43.35,47.04,62.87,66.76,70.65,74.54,78.43,93.52,97.41,101.30,105.19,109.08,124.16,128.05,131.94,135.83,139.72,143.61,147.50,154.8
Male,Select 3,53,32.91,36.60,40.29,43.98,47.67,63.81,67.70,71.59,75.48,79.37,94.71,98.60,102.49,106.38,110.27,135.14,139.03,142.92,146.81,150.70,154.59,158.48,168.43
Male,Select 3,54,33.45,37.14,40.83,44.52,48.21,64.9,68.79,72.68,76.57,80.46,96.35,100.24,104.13,108.02,111.91,141.51,145.40,149.29,153.18,157.07,160.96,164.85,176.39
Male,Select 3,55,34.36,38.05,41.74,45.43,49.12,66.72,70.61,74.50,78.39,82.28,99.08,102.97,106.86,110.75,114.64,145.68,149.57,153.46,157.35,161.24,165.13,169.02,183.72
Male,Select 3,56,35.33,39.02,42.71,46.40,50.09,68.65,72.54,76.43,80.32,84.21,101.98,105.87,109.76,113.65,117.54,151.42,155.31,159.20,163.09,166.98,170.87,174.76,193.47
Male,Select 3,57,36.43,40.12,43.81,47.50,51.19,70.37,74.26,78.15,82.04,85.93,104.56,108.45,112.34,116.23,120.12,154.12,158.01,161.90,165.79,169.68,173.57,177.46,198.64
Male,Select 3,58,36.95,40.64,44.33,48.02,51.71,71.91,75.80,79.69,83.58,87.47,106.88,110.77,114.66,118.55,122.44,158.51,162.40,166.29,170.18,174.07,177.96,181.85,197.84
Male,Select 3,59,38.05,41.74,45.43,49.12,52.81,74.09,77.98,81.87,85.76,89.65,110.14,114.03,117.92,121.81,125.70,162.51,166.40,170.29,174.18,178.07,181.96,185.85,202.84
Male,Select 3,60,38.05,41.74,45.43,49.12,52.81,74.09,77.98,81.87,85.76,89.65,110.14,114.03,117.92,121.81,125.70,162.51,166.40,170.29,174.18,178.07,181.96,185.85,202.84
Male,Select 3,61,40.62,44.31,48.00,51.69,55.38,79.25,83.14,87.03,90.92,94.81,117.87,121.76,125.65,129.54,133.43,174.58,178.47,182.36,186.25,190.14,194.03,197.92,217.67
Male,Select 3,62,43.82,47.51,51.20,54.89,58.58,84.44,88.33,92.22,96.11,100.00,125.06,128.95,132.84,136.73,140.62,186.11,190.00,193.89,197.78,201.67,205.56,209.45,231.06
Male,Select 3,63,45.7,49.39,53.08,56.77,60.46,89.4,93.29,97.18,101.07,104.96,133.11,137.00,140.89,144.78,148.67,196.72,200.61,204.50,208.39,212.28,216.17,220.06,245.48
Male,Select 3,64,49.02,52.71,56.40,60.09,63.78,98.83,102.72,106.61,110.50,114.39,146.64,150.53,154.42,158.31,162.20,217.01,220.90,224.79,228.68,232.57,236.46,240.35,271.07
Male,Select 3,65,50.42,54.11,57.80,61.49,65.18,102.93,106.82,110.71,114.60,118.49,153.4,157.29,161.18,165.07,168.96,226.26,230.15,234.04,237.93,241.82,245.71,249.60,282.27
Male,Select 3,66,52.47,56.16,59.85,63.54,67.23,106.5,110.39,114.28,118.17,122.06,159.75,163.64,167.53,171.42,175.31,234.21,238.10,241.99,245.88,249.77,253.66,257.55,291.92
Male,Select 3,67,53.92,57.61,61.30,64.99,68.68,109.84,113.73,117.62,121.51,125.40,163.76,167.65,171.54,175.43,179.32,241.31,245.20,249.09,252.98,256.87,260.76,264.65,301.14
Male,Select 3,68,55.92,59.61,63.30,66.99,70.68,109.84,113.73,117.62,121.51,125.40,163.76,167.65,171.54,175.43,179.32,241.31,245.20,249.09,252.98,256.87,260.76,264.65,301.14
Male,Select 3,69,57.9,61.59,65.28,68.97,72.66,112.33,116.22,120.11,124.00,127.89,168.51,172.40,176.29,180.18,184.07,247.66,251.55,255.44,259.33,263.22,267.11,271.00,309.84
Male,Select 3,70,58.68,62.37,66.06,69.75,73.44,115.36,119.25,123.14,127.03,130.92,172.04,175.93,179.82,183.71,187.60,253.35,257.24,261.13,265.02,268.91,272.80,276.69,316.19
Male,Select 3,71,62.21,65.90,69.59,73.28,76.97,122.73,126.62,130.51,134.40,138.29,183.24,187.13,191.02,194.91,198.80,269.51,273.40,277.29,281.18,285.07,288.96,292.85,337.04
Male,Select 3,72,63.98,67.67,71.36,75.05,78.74,136.34,140.23,144.12,148.01,151.90,203.51,207.40,211.29,215.18,219.07,299.12,303.01,306.90,310.79,314.68,318.57,322.46,373.4
Male,Select 3,73,74.04,77.73,81.42,85.11,88.80,146.08,149.97,153.86,157.75,161.64,218.11,222.00,225.89,229.78,233.67,320.36,324.25,328.14,332.03,335.92,339.81,343.70,399.94
Male,Select 3,74,78.6,82.29,85.98,89.67,93.36,154.03,157.92,161.81,165.70,169.59,230.15,234.04,237.93,241.82,245.71,337.55,341.44,345.33,349.22,353.11,357.00,360.89,421.73
Male,Select 3,75,82.47,86.16,89.85,93.54,97.23,162.95,166.84,170.73,174.62,178.51,243.62,247.51,251.40,255.29,259.18,357.15,361.04,364.93,368.82,372.71,376.60,380.49,445.94
Male,Select 3,76,86.37,90.06,93.75,97.44,101.13,169.65,173.54,177.43,181.32,185.21,253.11,257.00,260.89,264.78,268.67,373.12,377.01,380.90,384.79,388.68,392.57,396.46,465.91
Male,Select 3,77,109.5,113.19,116.88,120.57,124.26,217,220.89,224.78,228.67,232.56,324.51,328.40,332.29,336.18,340.07,451.53,455.42,459.31,463.20,467.09,470.98,474.87,563.91
Male,Select 3,78,112.9,116.59,120.28,123.97,127.66,223.83,227.72,231.61,235.50,239.39,334.71,338.60,342.49,346.38,350.27,451.93,455.82,459.71,463.60,467.49,471.38,475.27,564.49
Male,Select 3,79,113.13,116.82,120.51,124.20,127.89,224.25,228.14,232.03,235.92,239.81,335.86,339.75,343.64,347.53,351.42,452.96,456.85,460.74,464.63,468.52,472.41,476.30,565.62
Male,Select 3,80,113.36,117.05,120.74,124.43,128.12,224.71,228.60,232.49,236.38,240.27,336.07,339.96,343.85,347.74,351.63,452.9,456.79,460.68,464.57,468.46,472.35,476.24,565.62
Female,Select 3,50,21.94,25.63,29.32,33.01,36.70,41.88,45.77,49.66,53.55,57.44,61.81,65.70,69.59,73.48,77.37,81.81,85.70,89.59,93.48,97.37,101.26,105.15,107.98
Female,Select 3,51,22.14,25.83,29.52,33.21,36.90,42.88,46.77,50.66,54.55,58.44,63.31,67.20,71.09,74.98,78.87,83.91,87.80,91.69,95.58,99.47,103.36,107.25,115.93
Female,Select 3,52,22.94,26.63,30.32,34.01,37.70,44,47.89,51.78,55.67,59.56,65.08,68.97,72.86,76.75,80.64,98.58,102.47,106.36,110.25,114.14,118.03,121.92,120.75
Female,Select 3,53,24.36,28.05,31.74,35.43,39.12,46.71,50.60,54.49,58.38,62.27,69.07,72.96,76.85,80.74,84.63,103.53,107.42,111.31,115.20,119.09,122.98,126.87,128.92
Female,Select 3,54,25.38,29.07,32.76,36.45,40.14,48.76,52.65,56.54,60.43,64.32,72.15,76.04,79.93,83.82,87.71,108.02,111.91,115.80,119.69,123.58,127.47,131.36,134.52
Female,Select 3,55,26.24,29.93,33.62,37.31,41.00,50.75,54.64,58.53,62.42,66.31,75.01,78.90,82.79,86.68,90.57,112.03,115.92,119.81,123.70,127.59,131.48,135.37,140.54
Female,Select 3,56,27.33,31.02,34.71,38.40,42.09,52.67,56.56,60.45,64.34,68.23,78,81.89,85.78,89.67,93.56,116.51,120.40,124.29,128.18,132.07,135.96,139.85,145.14
Female,Select 3,57,28.1,31.79,35.48,39.17,42.86,53.86,57.75,61.64,65.53,69.42,80.66,84.55,88.44,92.33,96.22,120.68,124.57,128.46,132.35,136.24,140.13,144.02,150.54
Female,Select 3,58,28.95,32.64,36.33,40.02,43.71,55.89,59.78,63.67,67.56,71.45,83.24,87.13,91.02,94.91,98.80,123.61,127.50,131.39,135.28,139.17,143.06,146.95,154
Female,Select 3,59,30.74,34.43,38.12,41.81,45.50,58.61,62.50,66.39,70.28,74.17,86.16,90.05,93.94,97.83,101.72,129.49,133.38,137.27,141.16,145.05,148.94,152.83,161.36
Female,Select 3,60,30.3,33.99,37.68,41.37,45.06,58.61,62.50,66.39,70.28,74.17,86.16,90.05,93.94,97.83,101.72,129.49,133.38,137.27,141.16,145.05,148.94,152.83,161.36
Female,Select 3,61,32,35.69,39.38,43.07,46.76,62.17,66.06,69.95,73.84,77.73,92.25,96.14,100.03,103.92,107.81,137.28,141.17,145.06,148.95,152.84,156.73,160.62,171.1
Female,Select 3,62,33.08,36.77,40.46,44.15,47.84,64.85,68.74,72.63,76.52,80.41,95.08,98.97,102.86,106.75,110.64,143.72,147.61,151.50,155.39,159.28,163.17,167.06,180.1
